released_year,certificate,runtime,genre,imdb_rating,meta_score,director,star1,star2,star3,star4,no_of_votes,gross,gross_per_vote
2016,1,137,['drama'],7.8,96.0,1,1,1,1,1,246963,47695120.0,193.1265817146698
2015,3,100,"['drama', 'history', 'war']",7.8,75.0,1,1,1,1,1,35539,435266.0,12.247559019668532
2016,1,133,"['action', 'adventure', 'sci-fi']",7.8,65.0,1,1,1,1,1,556608,532177324.0,956.1079323329884
2016,1,147,"['action', 'adventure', 'sci-fi']",7.8,75.0,2,2,2,1,2,663649,408084349.0,614.9099132222003
2015,3,168,"['crime', 'drama', 'mystery']",7.8,68.0,3,1,2,1,1,517059,54117416.0,104.66390876089577
2019,0,135,"['drama', 'romance']",7.8,91.0,1,1,3,1,1,143250,108101214.0,754.6332565445026
2017,1,94,"['animation', 'biography', 'crime']",7.8,62.0,1,1,1,1,1,50778,6735118.0,132.63850486431133
2014,3,119,"['biography', 'comedy', 'drama']",7.8,79.0,1,1,1,1,1,51841,23457439.5,452.48817538241934
2013,2,130,"['drama', 'mystery']",7.8,85.0,2,1,1,1,1,45002,1330596.0,29.56748588951602
2013,-1,141,['drama'],7.8,86.0,1,1,1,1,1,81125,2852400.0,35.16055469953775
2013,0,104,"['drama', 'romance']",7.8,76.0,1,2,2,2,1,50523,4231500.0,83.75393385190903
2012,1,126,"['comedy', 'romance']",7.8,79.0,1,2,1,1,1,39710,169209.0,4.261118106270461
2014,0,102,"['animation', 'action', 'adventure']",7.8,74.0,1,1,1,1,1,410983,222527828.0,541.4526342938759
2013,3,123,"['comedy', 'drama', 'fantasy']",7.8,55.0,1,1,2,1,1,303032,15322921.0,50.56535613400565
2012,0,134,"['comedy', 'drama', 'family']",7.8,79.0,1,1,1,1,1,33618,1670773.0,49.698762567672084
2013,2,126,"['animation', 'biography', 'drama']",7.8,83.0,3,1,1,1,1,73690,5209580.0,70.69588818021441
2019,0,100,"['animation', 'adventure', 'comedy']",7.8,84.0,1,3,2,1,1,203177,434038008.0,2136.2556194844888
2013,3,131,"['crime', 'drama', 'mystery']",7.8,49.0,2,2,1,1,2,108399,85433.0,0.7881345768872406
2012,3,94,"['comedy', 'drama', 'romance']",7.8,84.0,3,1,1,1,1,318789,45512466.0,142.766739128389
2014,0,102,"['animation', 'action', 'adventure']",7.8,76.0,2,1,2,2,1,305611,177002924.0,579.1772023912752
2015,3,130,"['biography', 'comedy', 'drama']",7.8,81.0,1,3,2,1,2,362942,70259870.0,193.5842917050107
2010,-1,106,"['drama', 'thriller']",7.8,79.0,1,1,1,1,2,35713,23457439.5,656.8319519502702
2010,-1,144,"['action', 'crime', 'drama']",7.8,67.0,1,1,1,1,1,111252,128392.0,1.1540646460288355
2011,3,158,"['crime', 'drama', 'mystery']",7.8,71.0,3,2,1,2,2,423010,102515793.0,242.34839129098603
2013,1,134,"['adventure', 'biography', 'crime']",7.8,82.0,2,3,1,1,2,421244,107100855.0,254.24897446610515
2010,3,119,"['action', 'crime', 'drama']",7.8,79.0,1,1,1,1,1,62848,6460.0,0.1027876782077393
2015,3,147,"['biography', 'drama', 'history']",7.8,72.0,1,1,1,1,1,179264,161197785.0,899.2200609157444
2009,3,129,"['crime', 'drama', 'mystery']",7.8,79.0,2,1,2,1,1,52758,547292.0,10.373630539444255
2008,-1,125,"['action', 'crime', 'thriller']",7.8,64.0,1,1,2,1,1,58468,23457439.5,401.20133235273994
2013,1,161,"['adventure', 'fantasy']",7.8,66.0,2,1,1,2,1,601408,258366855.0,429.60328928115354
2009,1,144,"['drama', 'history', 'mystery']",7.8,82.0,2,1,1,1,2,68715,2222647.0,32.34587790147712
2009,3,152,"['crime', 'drama', 'mystery']",7.8,76.0,1,1,1,1,1,208994,10095170.0,48.303635511067306
2020,3,129,"['drama', 'history', 'thriller']",7.8,77.0,1,2,1,1,2,89896,23457439.5,260.93974704102516
2020,-1,117,"['comedy', 'drama']",7.8,81.0,2,2,2,1,1,33931,23457439.5,691.3276797029265
2010,1,116,"['biography', 'drama', 'sport']",7.8,79.0,2,2,2,1,2,340584,93617009.0,274.87201101637186
2008,3,90,"['action', 'thriller']",7.8,51.0,1,2,1,1,1,564791,145000989.0,256.73388740259674
2008,2,94,"['drama', 'history', 'war']",7.8,55.0,1,1,1,1,1,190748,9030581.0,47.3429918007004
2007,3,86,"['drama', 'music', 'romance']",7.8,88.0,2,1,1,1,1,110656,9439923.0,85.30873156448814
2012,1,169,"['adventure', 'fantasy']",7.8,58.0,2,1,2,2,1,757377,303003568.0,400.0696720391562
2007,-1,122,['drama'],7.8,85.0,2,1,1,1,1,30827,741283.0,24.04655010218315
2007,3,123,"['drama', 'mystery', 'romance']",7.8,85.0,2,2,1,2,1,251370,50927067.0,202.59803079126388
2011,3,100,"['crime', 'drama']",7.8,78.0,1,2,1,1,2,571571,35061555.0,61.34243164891151
2007,3,157,"['biography', 'crime', 'drama']",7.8,76.0,3,3,2,2,2,392449,130164645.0,331.67276512362116
2009,1,162,"['action', 'adventure', 'fantasy']",7.8,83.0,2,1,2,2,1,1118998,760507625.0,679.6326937134829
2009,3,141,"['drama', 'fantasy', 'romance']",7.8,63.0,1,1,1,1,1,216421,3600.0,0.0166342452904293
2006,3,139,"['action', 'adventure', 'drama']",7.8,68.0,2,1,1,1,1,291018,50866635.0,174.78862132239243
2006,1,101,"['comedy', 'drama']",7.8,80.0,1,1,2,2,1,439856,59891098.0,136.1606934996908
2007,1,121,"['action', 'comedy', 'mystery']",7.8,81.0,2,2,2,1,2,463466,23637265.0,51.0010766701333
2008,1,166,"['drama', 'fantasy', 'romance']",7.8,70.0,3,2,2,1,1,589160,127509326.0,216.42563310475933
2004,0,192,"['drama', 'family', 'musical']",7.8,67.0,1,2,1,1,1,49050,2921738.0,59.56652395514781
2005,3,94,"['comedy', 'crime', 'drama']",7.8,51.0,1,2,1,1,2,45717,1305.0,0.028545180129929786
2005,1,129,"['drama', 'romance']",7.8,82.0,2,2,1,2,2,258924,38405088.0,148.32571719886917
2005,0,127,"['biography', 'drama', 'sport']",7.8,68.0,1,2,1,1,1,51980,5128124.0,98.65571373605233
2003,1,90,"['animation', 'adventure', 'comedy']",7.8,73.0,2,1,2,1,1,31658,128985.0,4.074325604902394
2005,2,119,"['action', 'adventure', 'sci-fi']",7.8,74.0,2,1,1,2,1,283310,25514517.0,90.05865306554658
2005,2,136,"['biography', 'drama', 'music']",7.8,72.0,2,2,1,2,2,234207,119519402.0,510.31524249915674
2003,-1,113,['drama'],7.8,61.0,1,1,1,1,1,35682,15280.0,0.4282271173140519
2004,3,123,"['drama', 'romance']",7.8,53.0,1,1,2,2,1,520284,81001787.0,155.68763790545165
2004,0,126,"['adventure', 'biography', 'drama']",7.8,75.0,2,1,1,1,1,96703,16756372.0,173.27665118972524
2002,3,109,"['crime', 'drama']",7.8,82.0,1,1,1,1,1,42673,181655.0,4.256907177840789
2003,2,80,"['animation', 'comedy', 'drama']",7.8,91.0,1,1,1,1,1,50622,7002255.0,138.32434514637904
2000,-1,110,"['action', 'drama', 'thriller']",7.8,58.0,2,1,1,1,1,26518,23457439.5,884.585545667094
2002,2,131,"['action', 'adventure', 'drama']",7.8,61.0,1,2,1,1,1,129022,54234062.0,420.3473981181504
2001,3,99,"['animation', 'drama', 'fantasy']",7.8,83.0,3,2,1,1,1,60684,2892011.0,47.65689473337288
2000,0,113,"['biography', 'drama', 'sport']",7.8,48.0,1,3,1,1,1,198089,115654751.0,583.8524653059989
2000,1,120,"['action', 'adventure', 'fantasy']",7.8,94.0,2,2,1,1,1,253228,128078872.0,505.7847947304405
1999,3,101,['drama'],7.8,87.0,2,1,1,1,1,89058,8264530.0,92.7994116193941
2000,1,143,"['adventure', 'drama', 'romance']",7.8,73.0,2,3,2,1,1,524235,233632142.0,445.6629984644291
1999,3,108,"['action', 'crime', 'thriller']",7.8,44.0,1,2,1,1,1,227143,25812.0,0.11363766437882744
1999,1,157,"['biography', 'drama', 'thriller']",7.8,84.0,2,2,2,2,1,159886,28965197.0,181.16155886068825
1999,1,108,"['biography', 'drama', 'family']",7.8,71.0,1,3,1,1,1,82855,32481825.0,392.0321646249472
2001,0,90,"['animation', 'adventure', 'comedy']",7.8,84.0,1,1,1,2,1,613941,267665011.0,435.9783936892959
1997,1,194,"['drama', 'romance']",7.8,75.0,2,3,2,1,1,1046089,659325379.0,630.2765625104556
1997,-1,103,"['crime', 'drama', 'romance']",7.8,79.0,1,1,1,1,1,27712,233986.0,8.443490184757506
1997,1,106,"['drama', 'sci-fi', 'thriller']",7.8,64.0,2,2,2,1,1,280845,12339633.0,43.93752069646958
1997,1,129,"['action', 'drama', 'mystery']",7.8,61.0,3,2,1,1,1,345096,48323648.0,140.02958017479193
1996,3,159,['drama'],7.8,76.0,2,1,1,2,1,62428,4040691.0,64.72561991414109
1994,0,127,"['biography', 'comedy', 'drama']",7.8,70.0,2,3,1,1,1,164937,5887457.0,35.6951866470228
1993,0,118,['drama'],7.8,73.0,2,3,1,1,1,215034,9170214.0,42.64541421356623
1993,3,130,"['action', 'biography', 'drama']",7.8,50.0,1,1,2,2,1,126871,56505065.0,445.37415957941533
1993,0,101,"['comedy', 'drama', 'family']",7.8,55.0,1,1,1,1,1,78963,32416586.0,410.52880463001657
1993,0,134,"['drama', 'romance']",7.8,84.0,1,2,1,1,1,66065,22954968.0,347.4603496556422
1993,-1,132,"['comedy', 'drama']",7.8,84.0,2,1,1,2,1,34635,1769305.0,51.08430778114624
1993,0,130,"['action', 'crime', 'drama']",7.8,87.0,1,2,2,1,2,267684,183875760.0,686.913524902497
1993,3,121,"['crime', 'drama', 'romance']",7.8,80.0,1,3,1,1,1,128171,17266971.0,134.71823579436847
1993,1,76,"['animation', 'action', 'crime']",7.8,79.0,1,1,1,1,1,43690,5617391.0,128.57383840695812
1992,3,128,"['action', 'crime', 'thriller']",7.8,79.0,2,2,2,1,1,46700,23457439.5,502.30063169164885
1991,3,129,"['comedy', 'drama']",7.8,68.0,2,1,1,1,1,55362,2015810.0,36.41143744806907
1991,3,98,"['drama', 'fantasy', 'music']",7.8,86.0,2,2,1,1,1,42376,1999955.0,47.195464413819145
1991,3,112,"['crime', 'drama']",7.8,76.0,1,1,1,1,1,126082,57504069.0,456.08468298408974
1990,3,107,"['drama', 'thriller']",7.8,75.0,3,1,1,1,1,184740,61276872.0,331.6924975641442
1990,0,121,"['biography', 'drama']",7.8,74.0,1,3,1,1,1,125276,52096475.0,415.85359526166224
1989,0,103,"['animation', 'adventure', 'drama']",7.8,83.0,3,1,1,1,1,124193,23457439.5,188.87891829652236
1989,3,122,"['biography', 'drama', 'history']",7.8,78.0,2,2,2,1,1,122779,26830000.0,218.52271153861815
1989,3,111,"['action', 'crime', 'drama']",7.8,82.0,2,2,1,1,1,45624,23457439.5,514.1469292477643
1989,0,108,"['adventure', 'comedy', 'sci-fi']",7.8,57.0,2,2,2,2,1,481918,118500000.0,245.89245473296288
1988,3,128,"['crime', 'drama', 'history']",7.8,65.0,2,2,1,2,1,88214,34603943.0,392.272689142313
1987,3,107,"['action', 'adventure', 'sci-fi']",7.8,45.0,2,2,1,1,1,371387,59735548.0,160.84447759345372
1987,3,84,"['action', 'comedy', 'fantasy']",7.8,72.0,1,1,1,1,1,148359,5923044.0,39.92372555760014
1986,0,103,['comedy'],7.8,61.0,2,2,1,1,1,321382,70136369.0,218.23365652090035
1986,3,107,"['comedy', 'crime', 'drama']",7.8,75.0,2,1,1,1,1,47834,1436000.0,30.02048751933771
1985,0,114,"['adventure', 'comedy', 'family']",7.8,62.0,2,1,2,1,1,244430,61503218.0,251.61894202839258
1985,0,154,['drama'],7.8,78.0,3,1,1,1,1,78321,98467863.0,1257.2344964951928
1985,1,97,"['comedy', 'drama']",7.8,66.0,2,1,1,1,1,357026,45875171.0,128.49252155305217
1984,1,141,"['biography', 'drama', 'history']",7.8,76.0,1,1,1,1,1,51585,34700291.0,672.6818067267617
1984,1,105,"['action', 'comedy', 'fantasy']",7.8,71.0,1,2,2,2,1,355413,238632124.0,671.4220470269798
1983,1,193,"['adventure', 'biography', 'drama']",7.8,91.0,1,1,1,2,1,56235,21500000.0,382.32417533564507
1982,0,109,"['comedy', 'crime', 'drama']",7.8,73.0,3,3,1,1,1,88511,2500000.0,28.245076883099276
1982,0,115,"['family', 'sci-fi']",7.8,91.0,3,1,1,1,1,372490,435110554.0,1168.1133829096084
1979,3,105,['drama'],7.8,77.0,1,2,2,1,1,133351,106260000.0,796.8444181145998
1978,1,94,"['drama', 'romance']",7.8,93.0,2,2,1,1,1,52852,23457439.5,443.832579656399
1976,3,135,['western'],7.8,69.0,3,3,1,1,2,65659,31800000.0,484.3205044243744
1975,1,129,"['adventure', 'history', 'war']",7.8,91.0,2,2,2,2,1,44917,23457439.5,522.2396754012957
1974,0,113,"['drama', 'mystery', 'thriller']",7.8,85.0,2,2,2,1,2,98611,4420000.0,44.82258571558954
1973,0,72,"['animation', 'sci-fi']",7.8,73.0,1,1,1,1,1,25229,193817.0,7.682310040033295
1973,3,143,"['crime', 'drama', 'thriller']",7.8,80.0,2,1,1,1,1,37445,16056255.0,428.79570036052877
1973,1,94,"['action', 'crime', 'drama']",7.8,93.0,2,2,2,2,1,66009,23457439.5,355.3672908239785
1972,3,124,"['drama', 'music', 'musical']",7.8,80.0,2,1,1,1,1,48334,42765000.0,884.7808995737989
1971,0,100,"['family', 'fantasy', 'musical']",7.8,67.0,1,2,1,1,1,178731,4000000.0,22.380001230900067
1969,3,113,['drama'],7.8,79.0,1,2,1,1,1,101124,44785053.0,442.87264150943395
1967,-1,108,['thriller'],7.8,81.0,1,2,1,2,1,27733,17550741.0,632.8468250820322
1967,-1,108,"['comedy', 'drama']",7.8,63.0,2,2,1,1,1,39642,56700000.0,1430.3011957015287
1967,3,111,"['action', 'biography', 'crime']",7.8,86.0,1,1,2,1,1,102415,23457439.5,229.04300639554754
1964,0,170,"['drama', 'family', 'musical']",7.8,95.0,2,2,1,2,1,86525,72000000.0,832.1294423577001
1964,0,139,"['comedy', 'family', 'fantasy']",7.8,88.0,1,2,1,1,1,158029,102272727.0,647.1769548627151
1962,0,178,"['action', 'drama', 'history']",7.8,75.0,1,1,1,1,1,52141,39100000.0,749.8897220996912
1962,-1,105,"['drama', 'romance']",7.8,97.0,2,1,1,1,1,37605,23457439.5,623.7851216593538
1961,3,100,['horror'],7.8,88.0,1,1,1,1,1,27007,2616000.0,96.86377605805902
1960,0,90,"['crime', 'drama']",7.8,79.0,2,1,1,1,1,73251,336705.0,4.5965925379858295
1948,0,133,"['action', 'adventure', 'drama']",7.8,79.0,3,1,2,1,1,28167,23457439.5,832.7986473532858
1948,-1,100,"['action', 'crime', 'drama']",7.8,79.0,2,3,1,2,1,36995,23457439.5,634.0705365589945
1944,1,100,"['adventure', 'comedy', 'film-noir']",7.8,79.0,3,3,2,1,1,31053,23457439.5,755.4001062699256
1943,1,108,"['film-noir', 'thriller']",7.8,94.0,3,1,2,1,2,59556,23457439.5,393.87197763449524
1939,0,96,"['adventure', 'drama', 'western']",7.8,93.0,2,2,1,1,1,43621,23457439.5,537.7556566791225
1938,-1,96,"['mystery', 'thriller']",7.8,98.0,3,1,1,1,1,47400,23457439.5,494.88268987341775
1938,0,102,"['comedy', 'family', 'romance']",7.8,91.0,3,2,1,1,1,55163,23457439.5,425.23864728169247
1935,-1,75,"['drama', 'horror', 'sci-fi']",7.8,95.0,2,1,1,1,1,43542,4360000.0,100.13320472187773
1933,-1,69,"['comedy', 'musical', 'war']",7.8,93.0,1,1,1,2,1,55581,23457439.5,422.04061639768986
1932,1,93,"['action', 'crime', 'drama']",7.8,87.0,3,1,1,1,1,25312,23457439.5,926.7319650758534
1931,0,70,"['drama', 'horror', 'sci-fi']",7.8,91.0,2,1,1,1,1,65341,23457439.5,359.00031373869393
2018,3,135,['drama'],7.7,96.0,3,1,1,1,1,140375,23457439.5,167.10553517364204
2017,-1,104,"['drama', 'romance']",7.7,85.0,1,1,1,1,1,25198,335609.0,13.318874513850306
2018,3,119,"['action', 'adventure', 'comedy']",7.7,66.0,1,2,2,1,1,478586,324591735.0,678.2307359596813
2017,3,107,"['crime', 'drama', 'mystery']",7.7,73.0,1,1,2,1,1,205444,33800859.0,164.525900001947
2017,3,104,"['horror', 'mystery', 'thriller']",7.7,85.0,1,1,1,1,2,492851,176040665.0,357.188409884529
2018,1,147,"['action', 'adventure', 'thriller']",7.7,86.0,1,3,1,1,1,291257,220159104.0,755.8929193118105
2015,2,116,"['comedy', 'drama', 'romance']",7.7,70.0,1,1,1,1,1,47444,3358518.0,70.78909872692016
2014,3,86,"['comedy', 'horror']",7.7,76.0,1,1,1,1,1,157498,3333000.0,21.162173487917308
2014,0,103,"['animation', 'drama', 'family']",7.7,72.0,1,1,1,1,1,32798,765127.0,23.328465150314045
2014,0,123,"['biography', 'drama', 'romance']",7.7,72.0,1,2,1,1,1,404182,35893537.0,88.80538222879792
2014,3,129,"['action', 'adventure', 'comedy']",7.7,60.0,2,2,1,2,2,590440,128261724.0,217.23074994919043
2014,1,126,"['drama', 'romance']",7.7,69.0,1,1,1,1,2,344312,124872350.0,362.67208229745114
2015,2,105,"['comedy', 'drama']",7.7,74.0,1,1,1,1,1,123210,6743776.0,54.733998863728594
2014,3,119,"['comedy', 'drama']",7.7,87.0,2,1,1,2,1,580291,42340598.0,72.96442302224229
2013,3,180,"['drama', 'romance']",7.7,89.0,1,1,1,1,1,138741,2199675.0,15.854541916232405
2013,0,130,"['drama', 'sport']",7.7,40.0,1,1,1,1,1,32628,1122527.0,34.40379428711536
2012,-1,111,"['drama', 'music', 'romance']",7.7,70.0,1,1,1,1,1,39379,175058.0,4.445465857436705
2014,1,136,"['action', 'adventure', 'sci-fi']",7.7,70.0,2,2,2,2,2,736182,259766572.0,352.856456691416
2011,1,159,"['drama', 'music', 'musical']",7.7,79.0,2,2,1,1,1,39501,985912.0,24.959165590744536
2013,1,115,"['adventure', 'comedy', 'drama']",7.7,87.0,1,1,1,1,1,112298,17654912.0,157.21483908885287
2012,0,101,"['animation', 'adventure', 'comedy']",7.7,72.0,1,1,1,1,1,380195,189422889.0,498.2256184326464
2015,1,108,"['animation', 'adventure', 'drama']",7.7,70.0,1,1,1,2,1,56720,1339152.0,23.609873060648802
2011,-1,98,['drama'],7.7,52.0,2,2,1,1,2,77071,71177.0,0.9235250613071064
2011,2,96,"['comedy', 'fantasy', 'romance']",7.7,81.0,3,1,2,1,1,388089,56816662.0,146.40111417741807
2014,0,100,"['animation', 'action', 'adventure']",7.7,83.0,1,1,1,1,1,323982,257760692.0,795.601891463106
2013,1,91,"['drama', 'sci-fi', 'thriller']",7.7,96.0,3,1,2,2,1,769145,274092705.0,356.36025066794946
2013,1,132,"['action', 'adventure', 'sci-fi']",7.7,72.0,2,2,2,1,1,463188,228778661.0,493.92182224064527
2015,-1,137,"['drama', 'war']",7.7,79.0,1,1,1,1,1,73964,83861.0,1.1338083391920393
2010,1,120,"['biography', 'drama']",7.7,95.0,3,2,1,1,2,624982,96962694.0,155.14477856962282
2011,1,131,"['action', 'adventure', 'sci-fi']",7.7,65.0,2,2,1,1,2,645512,146408305.0,226.80957906282146
2009,1,100,['comedy'],7.7,73.0,2,1,2,1,1,717559,277322503.0,386.4804190317451
2012,1,143,"['action', 'adventure', 'thriller']",7.7,81.0,2,2,1,1,1,630614,304360277.0,482.64116717992306
2012,3,122,"['comedy', 'drama', 'romance']",7.7,81.0,2,1,1,2,1,661871,132092958.0,199.57508034042888
2012,3,120,"['biography', 'drama', 'thriller']",7.7,86.0,2,2,1,2,2,572581,136025503.0,237.56551998756507
2009,1,95,"['comedy', 'drama', 'romance']",7.7,76.0,2,1,2,1,1,472242,32391374.0,68.59062514558214
2010,3,146,"['adventure', 'family', 'fantasy']",7.7,65.0,2,3,3,2,2,479120,295983305.0,617.7644535815662
2008,0,101,"['animation', 'adventure', 'comedy']",7.7,86.0,3,1,2,1,1,125317,15090400.0,120.41782040744671
2008,3,122,"['biography', 'drama', 'history']",7.7,80.0,2,1,1,2,1,103330,18593156.0,179.93957224426595
2006,0,90,"['animation', 'drama', 'fantasy']",7.7,81.0,2,1,2,1,1,71379,881302.0,12.346796676893764
2008,3,141,"['biography', 'crime', 'drama']",7.7,63.0,3,1,1,1,1,239203,35739802.0,149.41201406336876
2010,1,90,"['comedy', 'drama', 'romance']",7.7,45.0,3,1,1,1,2,81446,1752214.0,21.513812833042753
2006,0,98,"['animation', 'adventure', 'comedy']",7.7,79.0,2,1,1,1,1,60368,23457439.5,388.57407069970844
2006,-1,126,"['crime', 'drama', 'fantasy']",7.7,79.0,1,2,1,1,1,28630,23457439.5,819.3307544533706
2006,-1,101,"['crime', 'drama']",7.7,86.0,2,1,1,1,1,115576,327919.0,2.8372586004014675
2014,1,108,"['drama', 'sci-fi', 'thriller']",7.7,78.0,1,1,1,2,1,474141,25442958.0,53.661164084101564
2006,3,120,['drama'],7.7,78.0,2,2,1,1,1,32001,412544.0,12.89159713758945
2006,3,123,"['biography', 'drama', 'history']",7.7,74.0,1,2,1,1,2,175355,17605861.0,100.40124889509852
2007,1,157,"['crime', 'drama', 'mystery']",7.7,78.0,3,3,2,2,2,466080,33080084.0,70.97512015104704
2006,3,110,"['action', 'crime', 'drama']",7.7,53.0,1,2,1,2,2,299524,22494487.0,75.10078324274515
2005,2,116,"['drama', 'history', 'music']",7.7,70.0,1,1,1,1,1,28003,1054361.0,37.65171588758347
2007,3,122,"['biography', 'drama', 'music']",7.7,78.0,1,1,2,1,2,61609,871577.0,14.14691035400672
2010,0,100,"['animation', 'adventure', 'comedy']",7.7,71.0,1,1,1,1,1,405922,200821936.0,494.73035706367233
2006,3,145,"['drama', 'thriller', 'war']",7.7,71.0,1,1,1,1,1,72643,4398392.0,60.54805005299891
2005,3,134,"['drama', 'romance']",7.7,87.0,2,3,2,2,1,323103,83043761.0,257.0194674763156
2007,3,122,"['action', 'crime', 'drama']",7.7,76.0,2,2,2,1,1,288797,53606916.0,185.62144343604677
2004,1,112,"['crime', 'drama', 'thriller']",7.7,66.0,1,2,2,1,1,419483,54580300.0,130.11325846339423
2004,1,99,"['action', 'comedy', 'fantasy']",7.7,78.0,1,1,1,1,1,127250,17108591.0,134.44865225933202
2004,3,108,"['action', 'mystery', 'thriller']",7.7,73.0,2,2,1,2,1,434841,176241941.0,405.30203223707053
2004,3,101,"['drama', 'thriller']",7.7,61.0,1,3,1,1,1,358432,1082715.0,3.0206984867422553
2004,3,152,"['biography', 'drama', 'music']",7.7,73.0,2,2,1,1,1,138356,75331600.0,544.4765676949319
2003,1,102,"['comedy', 'drama']",7.7,89.0,1,2,2,1,1,415074,44585453.0,107.41567286797053
2005,1,157,"['adventure', 'family', 'fantasy']",7.7,81.0,2,3,3,2,1,548619,290013036.0,528.6237552837215
2004,1,146,"['action', 'crime', 'drama']",7.7,47.0,2,3,2,2,2,329592,77911774.0,236.38854705211293
2009,0,100,"['animation', 'drama', 'family']",7.7,80.0,2,1,1,1,1,197761,75286229.0,380.6930031704937
2003,1,154,"['action', 'drama']",7.7,55.0,2,3,1,1,1,400049,111110575.0,277.74241405427836
2002,3,114,['drama'],7.7,83.0,1,1,1,1,1,25938,4890878.0,188.56033618629039
2003,3,121,"['comedy', 'drama', 'romance']",7.7,68.0,1,2,1,1,1,137981,4064200.0,29.454780005942848
2002,2,105,['drama'],7.7,76.0,2,2,2,1,1,40403,15539266.0,384.6067371234809
2001,2,132,['drama'],7.7,28.0,1,2,2,2,1,142863,40311852.0,282.1713949728061
2002,3,115,"['comedy', 'drama']",7.7,83.0,2,2,2,2,1,178565,22245861.0,124.58130652703497
2001,3,144,"['drama', 'history', 'war']",7.7,74.0,3,2,1,2,1,364254,108638745.0,298.249971173961
2002,3,117,"['crime', 'drama', 'thriller']",7.7,72.0,2,3,1,1,1,246840,104454762.0,423.1678901312591
2001,3,120,"['drama', 'thriller']",7.7,60.0,2,1,1,1,1,90842,141072.0,1.5529380682944012
2000,3,110,"['drama', 'music']",7.7,74.0,1,1,1,1,1,126770,21995263.0,173.5052693855013
2001,3,95,"['comedy', 'drama', 'music']",7.7,85.0,1,1,1,1,1,31957,3029081.0,94.78615013924961
2001,1,116,"['crime', 'thriller']",7.7,74.0,1,2,2,1,1,516372,183417150.0,355.2035160698101
2000,0,103,"['animation', 'action', 'fantasy']",7.7,62.0,2,1,1,1,1,29210,151086.0,5.1724067100308115
2000,0,107,"['adventure', 'comedy', 'crime']",7.7,69.0,3,3,2,1,1,286742,45512588.0,158.72313089815933
2002,3,116,"['adventure', 'comedy', 'drama']",7.7,79.0,1,1,2,1,1,29999,23457439.5,781.9407146904897
1999,3,81,"['animation', 'comedy', 'fantasy']",7.7,73.0,1,1,1,1,1,192112,52037603.0,270.87117410677104
1999,3,89,['comedy'],7.7,68.0,1,1,1,1,1,241575,10824921.0,44.80977336230984
1998,-1,134,"['comedy', 'drama']",7.7,81.0,1,1,1,2,1,66408,2807390.0,42.274876520901095
2001,3,122,"['crime', 'drama', 'thriller']",7.7,69.0,1,3,2,1,1,390247,76631907.0,196.3677030188573
1998,1,93,"['comedy', 'drama', 'romance']",7.7,86.0,3,1,1,1,1,169229,17105219.0,101.07735080866755
1997,0,119,"['drama', 'mystery', 'sci-fi']",7.7,79.0,2,1,2,1,1,64082,368234.0,5.746293811054587
1999,3,113,"['comedy', 'drama', 'fantasy']",7.7,90.0,2,1,1,2,1,312542,22858926.0,73.13873335423719
1997,3,139,"['comedy', 'drama', 'romance']",7.7,67.0,1,2,2,1,1,275755,148478011.0,538.4417725879857
1997,1,126,"['action', 'adventure', 'sci-fi']",7.7,52.0,2,2,1,1,1,434125,63540020.0,146.36342067376907
1998,2,80,['comedy'],7.7,73.0,1,1,1,1,1,37424,4065116.0,108.623236425823
1997,3,127,"['biography', 'crime', 'drama']",7.7,76.0,2,3,1,2,2,279318,41909762.0,150.04318375471684
1996,0,105,"['biography', 'drama', 'music']",7.7,87.0,1,2,1,1,1,51350,35811509.0,697.4003700097371
1996,3,129,"['crime', 'drama', 'mystery']",7.7,47.0,1,2,1,2,1,189716,56116183.0,295.79046047776677
1996,2,242,['drama'],7.7,79.0,1,1,2,1,1,35991,4414535.0,122.65663638131755
1995,0,97,"['drama', 'family', 'fantasy']",7.7,83.0,3,1,1,1,1,32236,10019307.0,310.8111118004715
1995,1,99,"['comedy', 'crime', 'drama']",7.7,71.0,2,1,1,1,1,26429,23457439.5,887.5643989556926
1994,0,108,"['biography', 'comedy', 'drama']",7.7,81.0,1,1,1,1,1,33600,21848932.0,650.2658333333334
1994,3,92,['comedy'],7.7,70.0,1,1,1,1,1,211450,3151130.0,14.90248285646725
1993,3,188,"['comedy', 'drama']",7.7,79.0,2,1,2,2,1,42275,6110979.0,144.55302188054407
1993,1,125,['drama'],7.7,66.0,2,3,2,1,1,224169,77324422.0,344.9380690461214
1992,0,85,"['comedy', 'drama', 'family']",7.7,64.0,1,1,1,1,1,50298,27281507.0,542.3974511909022
1992,0,202,"['biography', 'drama', 'history']",7.7,73.0,2,3,1,1,1,85819,48169908.0,561.2965427236393
1992,1,112,"['action', 'adventure', 'drama']",7.7,76.0,2,2,2,1,1,150409,75505856.0,502.0035769136155
1992,0,94,"['animation', 'adventure', 'comedy']",7.7,83.0,3,1,1,1,1,77798,23457439.5,301.5172562276665
1992,3,100,"['crime', 'drama', 'mystery']",7.7,82.0,1,3,1,1,2,95826,10725228.0,111.92398722684867
1992,0,138,"['drama', 'thriller']",7.7,62.0,3,3,1,1,2,235388,141340178.0,600.45617448638
1991,2,130,['drama'],7.7,64.0,1,1,1,1,1,66941,82418501.0,1231.211081400039
