released_year,certificate,runtime,genre,imdb_rating,meta_score,director,star1,star2,star3,star4,no_of_votes,gross,gross_per_vote
1991,0,116,"['comedy', 'drama', 'thriller']",7.7,69.0,3,3,1,2,1,113240,6153939.0,54.34421582479689
1990,3,115,"['crime', 'drama', 'thriller']",7.7,66.0,3,3,2,1,1,125822,5080409.0,40.377747929614856
1988,0,104,"['animation', 'adventure', 'comedy']",7.7,83.0,2,1,2,1,1,182009,156452370.0,859.5858995983715
1988,-1,107,"['mystery', 'thriller']",7.7,79.0,1,1,1,1,1,33982,23457439.5,690.2901388970631
1987,3,107,"['comedy', 'drama']",7.7,84.0,1,1,1,1,1,40396,1544889.0,38.243613229032576
1987,0,163,"['biography', 'drama', 'history']",7.7,76.0,2,1,1,1,1,94326,43984230.0,466.30017174479997
1987,0,153,"['action', 'drama', 'history']",7.7,62.0,3,3,1,1,1,115677,22238696.0,192.24820837331535
1986,3,130,"['crime', 'drama', 'mystery']",7.7,54.0,2,2,1,1,1,102031,7153487.0,70.1109172702414
1986,3,120,"['drama', 'mystery', 'thriller']",7.7,76.0,2,1,1,2,2,181285,8551228.0,47.17008026036351
1985,0,82,"['comedy', 'fantasy', 'romance']",7.7,75.0,3,2,1,1,1,47102,10631333.0,225.70873848244236
1985,1,97,"['comedy', 'crime', 'drama']",7.7,90.0,3,1,1,1,1,59635,10600000.0,177.7479667980213
1983,1,79,['comedy'],7.7,79.0,3,2,1,1,1,39881,11798616.0,295.8455404829367
1982,0,129,['drama'],7.7,77.0,2,2,1,2,1,36096,54000000.0,1496.0106382978724
1982,0,113,"['action', 'adventure', 'sci-fi']",7.7,67.0,1,1,1,1,1,112704,78912963.0,700.1789022572402
1982,3,93,"['action', 'adventure']",7.7,61.0,1,2,1,2,2,226541,47212904.0,208.40776724742983
1980,0,124,['drama'],7.7,86.0,1,1,1,1,1,47099,54800000.0,1163.5066561922758
1980,0,88,['comedy'],7.7,78.0,1,1,1,1,1,214882,83400000.0,388.1199914371609
1979,0,100,"['animation', 'adventure', 'family']",7.7,71.0,3,1,1,1,1,27014,23457439.5,868.3438032131487
1978,3,91,"['horror', 'thriller']",7.7,87.0,2,1,1,1,1,233106,47000000.0,201.62501179720815
1976,3,126,"['drama', 'thriller']",7.7,71.0,2,1,1,2,1,39889,1924733.0,48.25222492416456
1975,1,85,"['comedy', 'war']",7.7,89.0,3,2,2,1,1,36037,23457439.5,650.9265338402198
1974,0,104,"['action', 'crime', 'thriller']",7.7,68.0,1,1,2,2,1,26729,23457439.5,877.6025852070785
1974,3,93,"['comedy', 'western']",7.7,73.0,2,1,1,1,1,125993,119500000.0,948.465390934417
1973,3,130,"['biography', 'crime', 'drama']",7.7,87.0,2,3,1,1,1,109941,29800000.0,271.054474672779
1973,3,102,"['action', 'crime', 'drama']",7.7,83.0,1,1,1,1,1,96561,25000000.0,258.9036981804248
1972,0,109,"['adventure', 'drama', 'thriller']",7.7,80.0,1,1,1,1,1,98740,7056013.0,71.46053271217339
1971,3,104,"['action', 'crime', 'drama']",7.7,94.0,2,2,1,1,1,110075,15630710.0,142.00054508289801
1971,3,102,"['action', 'crime', 'thriller']",7.7,90.0,2,3,1,1,1,143292,35900000.0,250.53736426318287
1968,0,158,"['action', 'adventure', 'war']",7.7,63.0,2,1,2,1,1,51913,23457439.5,451.8606033170882
1968,0,105,['comedy'],7.7,86.0,1,2,1,1,1,31572,44527234.0,1410.339351323958
1967,-1,150,"['action', 'adventure', 'war']",7.7,73.0,2,1,2,2,1,67183,45300000.0,674.2777190658351
1967,3,100,"['drama', 'romance']",7.7,79.0,2,2,1,1,1,40274,26331.0,0.6537964940159905
1966,0,120,"['biography', 'drama', 'history']",7.7,72.0,2,1,1,2,1,31222,28350000.0,908.0135801678304
1965,-1,105,"['drama', 'horror', 'thriller']",7.7,91.0,2,2,1,1,2,48883,23457439.5,479.8690649100914
1964,0,138,"['drama', 'history', 'war']",7.7,77.0,1,1,2,1,1,35999,23457439.5,651.6136420456123
1964,3,110,"['action', 'adventure', 'thriller']",7.7,87.0,1,2,1,1,1,174119,51081062.0,293.36868463522075
1963,3,119,"['drama', 'horror', 'mystery']",7.7,90.0,3,1,1,1,1,171739,11403529.0,66.40034587368041
1962,0,106,"['drama', 'thriller']",7.7,76.0,1,2,1,1,1,26457,23457439.5,886.6250708697131
1960,-1,101,"['drama', 'horror', 'thriller']",7.7,79.0,2,1,1,1,1,31354,83957.0,2.677712572558525
1960,0,128,"['action', 'adventure', 'western']",7.7,74.0,2,1,1,2,1,87719,4905000.0,55.917190118446406
1960,-1,90,"['drama', 'horror']",7.7,90.0,1,1,1,1,1,27620,52709.0,1.9083635047067342
1956,0,80,"['drama', 'horror', 'sci-fi']",7.7,92.0,2,1,1,1,1,44839,23457439.5,523.1481411271437
1955,2,111,['drama'],7.7,89.0,2,2,1,1,1,83363,23457439.5,281.3890994805849
1955,-1,91,"['comedy', 'crime']",7.7,91.0,2,1,1,1,1,26464,23457439.5,886.3905494256348
1954,0,113,"['comedy', 'drama', 'romance']",7.7,72.0,3,3,2,1,1,59415,23457439.5,394.80669022973996
1952,0,129,"['comedy', 'drama', 'romance']",7.7,79.0,2,2,2,1,2,34677,10550000.0,304.2362372754275
1951,0,92,"['drama', 'sci-fi']",7.7,79.0,2,1,1,1,1,76315,23457439.5,307.37652492956823
1951,1,105,"['adventure', 'drama', 'romance']",7.7,91.0,2,3,2,1,1,71481,536118.0,7.500146892181139
1946,0,110,"['drama', 'film-noir', 'romance']",7.7,79.0,1,1,1,1,2,27991,23457439.5,838.0350648422707
1940,0,125,"['animation', 'family', 'fantasy']",7.7,96.0,1,1,1,1,1,88662,76408097.0,861.7908122983916
1933,1,71,"['horror', 'sci-fi']",7.7,87.0,2,1,1,1,2,30683,23457439.5,764.5093211224456
2019,2,126,"['biography', 'drama', 'history']",7.6,73.0,1,2,2,2,1,60408,23457439.5,388.3167709574891
2018,1,102,"['drama', 'mystery', 'thriller']",7.6,71.0,1,1,1,1,1,140840,26020957.0,184.75544589605227
2019,3,161,"['comedy', 'drama']",7.6,83.0,3,3,2,2,1,551309,142502728.0,258.4806850604652
2017,3,127,['drama'],7.6,86.0,2,1,1,1,1,29765,566356.0,19.027582731395935
2017,3,111,['drama'],7.6,92.0,1,1,1,2,1,95181,5904366.0,62.03303180256564
2019,3,137,"['biography', 'crime', 'drama']",7.6,68.0,2,2,2,1,1,46739,23457439.5,501.8815015297717
2017,2,101,['drama'],7.6,60.0,2,1,1,1,1,99643,24801212.0,248.90069548287386
2019,2,97,"['adventure', 'comedy', 'drama']",7.6,70.0,1,1,1,1,1,66346,13122642.0,197.7910047327646
2015,-1,138,"['crime', 'drama', 'romance']",7.6,77.0,1,1,2,1,1,52903,23457439.5,443.4047123981627
2015,2,97,['drama'],7.6,83.0,1,1,1,1,1,35785,845464.0,23.62621210004192
2017,1,136,"['action', 'adventure', 'comedy']",7.6,67.0,2,2,2,1,2,569974,389813101.0,683.9138294027447
2017,1,113,"['action', 'crime', 'drama']",7.6,86.0,2,1,1,1,1,439406,107825862.0,245.39005384541858
2017,1,134,"['action', 'biography', 'drama']",7.6,72.0,1,1,1,2,1,58371,18340051.0,314.1979921536379
2015,1,142,"['drama', 'history', 'thriller']",7.6,81.0,3,3,1,1,1,287659,72313754.0,251.3870728883852
2018,1,118,"['animation', 'action', 'adventure']",7.6,80.0,2,2,1,1,1,250057,608581744.0,2433.7720759666795
2016,0,107,"['animation', 'adventure', 'comedy']",7.6,81.0,2,2,1,1,1,272784,248757044.0,911.9194820810604
2015,3,121,"['action', 'crime', 'drama']",7.6,82.0,2,1,2,2,1,371291,46889293.0,126.28717905901301
2015,3,133,"['drama', 'sport']",7.6,82.0,1,2,1,1,1,247666,109767581.0,443.2081149612785
2014,3,140,"['crime', 'drama']",7.6,92.0,2,1,1,1,1,49397,1092800.0,22.12280097981659
2016,3,102,"['action', 'crime', 'drama']",7.6,88.0,1,2,1,2,1,204175,26862450.0,131.5658136402596
2013,2,98,"['biography', 'comedy', 'drama']",7.6,77.0,1,1,1,1,1,94212,37707719.0,400.24327049632745
2014,1,130,"['action', 'adventure', 'drama']",7.6,79.0,1,1,1,1,1,411599,208545589.0,506.67175819183234
2012,-1,112,"['mystery', 'thriller']",7.6,79.0,2,1,1,1,1,57549,23457439.5,407.60811656153885
2011,3,101,"['action', 'thriller']",7.6,73.0,2,2,1,1,1,190531,4105123.0,21.545695975982913
2012,3,109,"['action', 'crime', 'drama']",7.6,68.0,1,3,1,2,1,228132,41003371.0,179.7352892185226
2010,0,94,"['animation', 'adventure', 'family']",7.6,80.0,1,1,1,1,1,80939,19202743.0,237.24957066432745
2018,1,136,"['drama', 'music', 'romance']",7.6,88.0,1,1,2,1,1,334312,215288866.0,643.9758848022207
2010,2,110,"['drama', 'western']",7.6,80.0,2,2,2,1,1,311822,171243005.0,549.1690932647472
2010,3,118,"['drama', 'romance']",7.6,65.0,2,1,1,1,1,38491,1008098.0,26.190486087656854
2010,0,95,"['animation', 'comedy', 'crime']",7.6,72.0,1,1,2,1,1,500851,251513985.0,502.1732710926004
2011,3,100,"['comedy', 'drama', 'romance']",7.6,72.0,1,1,1,2,2,315426,35014192.0,111.00604262172428
2010,1,117,"['action', 'comedy', 'crime']",7.6,66.0,2,1,1,1,1,524081,48071303.0,91.72494900597427
2009,-1,113,"['action', 'adventure', 'crime']",7.6,79.0,1,1,1,1,1,63882,23457439.5,367.19951629567015
2011,2,133,"['biography', 'drama', 'sport']",7.6,87.0,1,2,2,1,2,369529,75605492.0,204.59961735073566
2011,3,120,"['drama', 'horror', 'thriller']",7.6,70.0,2,1,1,1,1,138959,3185812.0,22.926273217279917
2009,3,88,"['adventure', 'comedy', 'fantasy']",7.6,73.0,1,2,2,2,1,520041,75590286.0,145.35447397416743
2008,-1,107,"['drama', 'thriller']",7.6,79.0,1,1,2,1,1,102742,23457439.5,228.31402444959218
2009,2,128,"['action', 'adventure', 'mystery']",7.6,57.0,2,2,1,2,1,583158,209028679.0,358.44261589483466
2009,1,129,"['biography', 'drama', 'sport']",7.6,53.0,1,1,2,1,1,293266,255959475.0,872.7894641724578
2007,2,104,['drama'],7.6,79.0,2,1,1,1,1,41544,9422422.0,226.80584440593105
2008,1,123,['drama'],7.6,36.0,2,2,1,2,1,286770,69951824.0,243.93006241936047
2007,3,100,"['action', 'crime', 'drama']",7.6,82.0,1,2,2,1,1,227760,17114882.0,75.14437126800141
2007,0,127,"['adventure', 'family', 'fantasy']",7.6,66.0,2,1,1,1,1,255036,38634938.0,151.4881742185417
2009,-1,71,"['animation', 'adventure', 'family']",7.6,81.0,2,1,1,1,1,31779,686383.0,21.598634318260487
2006,3,129,"['crime', 'drama', 'mystery']",7.6,76.0,2,3,2,2,2,339757,88513495.0,260.52000400286084
2007,3,114,"['crime', 'drama', 'mystery']",7.6,72.0,2,2,2,1,1,250590,20300218.0,81.0096891336446
2007,2,140,"['biography', 'drama', 'music']",7.6,66.0,1,1,1,1,1,82781,10301706.0,124.44529541803071
2006,2,104,"['action', 'biography', 'drama']",7.6,70.0,1,2,1,1,1,72863,24633730.0,338.0828403991052
2006,0,110,"['drama', 'fantasy', 'mystery']",7.6,68.0,1,2,1,1,1,354728,39868642.0,112.39214835028528
2004,-1,90,"['crime', 'drama', 'thriller']",7.6,52.0,2,2,1,1,1,49728,6013.0,0.12091779279279279
2009,1,153,"['action', 'adventure', 'family']",7.6,78.0,2,3,3,2,2,474827,301959197.0,635.9351869207101
2006,3,117,"['action', 'drama']",7.6,52.0,2,1,1,1,1,732876,210614939.0,287.3814110436145
2005,3,124,"['drama', 'romance', 'thriller']",7.6,72.0,3,1,1,1,1,206294,23089926.0,111.92727854421359
2009,3,162,"['action', 'drama', 'mystery']",7.6,56.0,2,1,1,1,1,500799,107509799.0,214.6765448812797
2005,3,122,"['action', 'crime', 'drama']",7.6,62.0,2,2,2,2,1,294140,24149632.0,82.1025090093153
2004,1,103,"['horror', 'mystery', 'thriller']",7.6,46.0,1,2,1,1,1,379020,56000369.0,147.7504326948446
2008,3,124,['drama'],7.6,67.0,1,1,2,2,2,83158,3081925.0,37.06107650496645
2004,3,105,['drama'],7.6,73.0,1,1,2,1,1,65939,697181.0,10.573120611474241
2003,3,93,"['comedy', 'drama', 'romance']",7.6,45.0,1,1,1,1,1,67360,548707.0,8.145887767220902
2004,0,133,"['drama', 'mystery', 'romance']",7.6,76.0,2,2,1,2,1,70925,6167817.0,86.9625237927388
2003,3,89,"['comedy', 'drama']",7.6,81.0,2,1,1,1,1,67370,5739376.0,85.19186581564495
2003,1,124,"['crime', 'drama', 'thriller']",7.6,70.0,2,2,2,1,1,224545,16290476.0,72.54882540248057
2002,3,129,"['crime', 'drama', 'thriller']",7.6,56.0,2,2,1,1,1,62659,45289.0,0.7227852343637785
2004,0,106,"['biography', 'drama', 'family']",7.6,67.0,1,3,2,1,2,198677,51680613.0,260.1237838300357
2002,3,135,['drama'],7.6,68.0,2,2,1,2,1,169708,13060843.0,76.96067952011691
2004,0,113,"['drama', 'sci-fi', 'thriller']",7.6,30.0,1,1,1,1,1,451479,57938693.0,128.3308703173348
2002,3,113,"['drama', 'horror', 'sci-fi']",7.6,73.0,2,1,1,1,1,376853,45064915.0,119.58221110088019
2000,-1,114,"['action', 'adventure', 'drama']",7.6,81.0,1,2,1,1,1,169091,23457439.5,138.72671815767842
2001,3,110,"['comedy', 'drama']",7.6,76.0,3,2,2,1,1,266842,52364010.0,196.23601232189836
2001,3,106,['drama'],7.6,88.0,3,1,2,1,1,115827,13622333.0,117.60930525697808
2001,0,152,"['adventure', 'family', 'fantasy']",7.6,64.0,2,3,1,1,1,658185,317575550.0,482.5019561369524
2001,2,101,"['horror', 'mystery', 'thriller']",7.6,74.0,2,2,1,1,1,337651,96522687.0,285.8652484369956
2001,3,124,"['biography', 'crime', 'drama']",7.6,52.0,1,3,2,1,1,240714,52990775.0,220.1399793946343
2001,3,131,"['drama', 'history', 'war']",7.6,53.0,2,1,2,1,1,243729,51401758.0,210.89717678240999
2002,3,145,"['action', 'crime', 'mystery']",7.6,80.0,3,3,1,1,1,508417,132072926.0,259.7728360774718
1999,3,146,"['biography', 'drama', 'sport']",7.6,74.0,2,3,1,1,2,91557,50668906.0,553.4137859475518
2000,3,101,"['comedy', 'crime', 'drama']",7.6,64.0,1,3,1,1,1,490062,15070285.0,30.751792630320246
1998,1,81,"['crime', 'drama', 'thriller']",7.6,77.0,1,2,1,1,1,188317,7267585.0,38.59229384495293
1998,3,170,"['drama', 'war']",7.6,78.0,2,2,2,1,1,172710,36400491.0,210.7607608129234
1998,0,88,"['animation', 'adventure', 'family']",7.6,71.0,1,1,1,2,1,256906,120620254.0,469.5112375732758
1998,3,118,"['adventure', 'comedy', 'drama']",7.6,41.0,2,3,2,1,1,259753,10680275.0,41.11704195909191
1997,3,108,"['crime', 'drama', 'thriller']",7.6,69.0,2,1,1,1,1,65058,23457439.5,360.56195241169416
1998,3,100,"['mystery', 'sci-fi', 'thriller']",7.6,66.0,1,1,1,2,1,187927,14378331.0,76.51019278762499
1996,1,147,"['crime', 'drama', 'thriller']",7.6,49.0,2,3,1,2,1,186734,49100000.0,262.9408677584157
1997,3,134,"['mystery', 'thriller']",7.6,52.0,2,1,2,1,1,131101,3796699.0,28.96010709300463
1995,0,136,"['drama', 'romance']",7.6,84.0,2,1,2,1,1,102598,43182776.0,420.8929608764303
1995,3,128,"['action', 'adventure', 'thriller']",7.6,58.0,2,2,1,2,1,364420,100012499.0,274.4429476977114
1995,3,121,"['adventure', 'drama', 'fantasy']",7.6,62.0,2,3,1,1,1,90442,1037847.0,11.475276973087725
1995,3,135,"['drama', 'romance']",7.6,69.0,3,3,2,1,1,73172,71516617.0,977.3768244683758
1995,0,140,"['adventure', 'drama', 'history']",7.6,77.0,2,3,1,2,1,269197,173837933.0,645.7647484927395
1994,0,92,"['comedy', 'drama', 'romance']",7.6,88.0,2,1,2,1,1,64390,1464625.0,22.746156235440285
1993,3,113,"['action', 'crime', 'drama']",7.6,56.0,1,2,1,1,1,171640,40903593.0,238.31037636914473
1993,0,102,['comedy'],7.6,78.0,3,1,1,2,1,165465,7993039.0,48.30652403831626
1992,1,120,"['comedy', 'crime']",7.6,68.0,1,1,2,1,1,107325,52929168.0,493.16718378756116
1991,0,118,"['animation', 'drama', 'romance']",7.6,90.0,2,1,1,1,1,27071,453243.0,16.742750544863508
1991,3,99,"['comedy', 'crime']",7.6,66.0,1,1,1,1,1,80487,1794187.0,22.29163715879583
1990,0,103,"['comedy', 'family']",7.6,63.0,2,1,1,1,1,488817,285761243.0,584.5975958282957
1990,3,162,"['crime', 'drama']",7.6,60.0,2,3,2,1,1,359809,66666062.0,185.28180784805272
1989,1,95,"['comedy', 'drama', 'romance']",7.6,76.0,3,1,1,2,2,195663,92823600.0,474.4054828966131
1989,0,83,"['animation', 'family', 'fantasy']",7.6,88.0,2,2,1,1,1,237696,111543479.0,469.26948286887455
1988,0,85,"['comedy', 'crime']",7.6,76.0,1,1,1,1,1,152871,78756177.0,515.1806228781129
1987,0,93,"['comedy', 'drama']",7.6,72.0,2,1,1,1,1,124773,49530280.0,396.9631250350637
1987,3,109,"['action', 'crime', 'thriller']",7.6,68.0,2,2,1,1,1,236894,65207127.0,275.25866843398313
1984,3,99,"['crime', 'drama', 'thriller']",7.6,82.0,3,3,1,2,1,87745,2150000.0,24.50282067354265
1981,1,109,['drama'],7.6,68.0,1,2,1,1,1,27650,119285432.0,4314.120506329114
1981,3,96,"['action', 'adventure', 'sci-fi']",7.6,77.0,2,2,1,1,1,166588,12465371.0,74.8275446010517
1979,1,92,"['action', 'crime', 'thriller']",7.6,65.0,1,1,1,1,1,93878,22490039.0,239.5666609855344
1979,0,95,"['adventure', 'comedy', 'family']",7.6,74.0,1,1,1,1,1,32802,76657000.0,2336.961160904823
1979,3,112,"['action', 'biography', 'crime']",7.6,76.0,2,3,1,1,1,121731,43000000.0,353.23787695821113
1978,0,91,"['animation', 'adventure', 'drama']",7.6,64.0,1,1,2,1,1,33656,23457439.5,696.9764529355836
1978,3,121,"['biography', 'crime', 'drama']",7.6,59.0,2,1,1,1,1,73662,35000000.0,475.1432217425538
1977,0,138,"['drama', 'sci-fi']",7.6,90.0,3,1,1,1,1,184966,132088635.0,714.1238660078069
1973,3,112,"['comedy', 'crime', 'drama']",7.6,87.0,2,1,1,2,1,26337,959000.0,36.41265140296921
1971,1,157,"['drama', 'war', 'western']",7.6,77.0,3,1,1,1,1,30144,696690.0,23.112062101910826
1970,1,144,"['adventure', 'comedy', 'war']",7.6,50.0,2,3,1,2,1,45338,1378435.0,30.403524637169703
1967,0,78,"['animation', 'adventure', 'family']",7.6,65.0,1,1,1,1,1,166409,141843612.0,852.379450630675
1966,3,111,"['drama', 'mystery', 'thriller']",7.6,82.0,2,1,1,1,2,56513,23457439.5,415.0804151257233
1964,0,87,"['comedy', 'music', 'musical']",7.6,96.0,1,1,1,1,1,40351,13780024.0,341.5039032489901
1961,3,115,"['comedy', 'drama', 'romance']",7.6,76.0,1,2,1,1,1,166544,23457439.5,140.84830134979345
1956,0,201,"['drama', 'western']",7.6,84.0,1,2,1,1,1,34075,23457439.5,688.4061482024945
1953,0,118,"['drama', 'romance', 'war']",7.6,85.0,2,2,1,1,1,43374,30500000.0,703.1862406049707
1944,-1,97,"['drama', 'war']",7.6,78.0,3,1,1,1,1,26471,23457439.5,886.1561520154131
1935,-1,86,"['crime', 'mystery', 'thriller']",7.6,93.0,3,1,1,1,1,51853,23457439.5,452.38345900912196
