released_year,certificate,runtime,genre,imdb_rating,meta_score,director,star1,star2,star3,star4,no_of_votes,gross,gross_per_vote
1945,all_ages,86,"['drama', 'romance']",8.0,92.0,few_movies,one_movie,one_movie,few_movies,one_movie,35601,23457439.5,658.8983315075419
1944,all_ages,88,"['drama', 'film-noir', 'mystery']",8.0,79.0,few_movies,one_movie,few_movies,one_movie,one_movie,42725,4360000.0,102.04798127559977
1946,all_ages,170,"['drama', 'romance', 'war']",8.0,93.0,few_movies,one_movie,few_movies,one_movie,one_movie,57259,23650000.0,413.0355053354058
1942,unrated,118,"['comedy', 'crime', 'thriller']",8.0,79.0,few_movies,multiple_movies,one_movie,one_movie,few_movies,65101,23457439.5,360.32379686947974
1941,unrated,100,"['film-noir', 'mystery']",8.0,96.0,few_movies,multiple_movies,one_movie,one_movie,one_movie,148928,2108060.0,14.154893639879674
1940,all_ages,129,"['drama', 'history']",8.0,96.0,few_movies,few_movies,one_movie,one_movie,one_movie,85559,55000.0,0.6428312626374783
1939,all_ages,102,"['adventure', 'family', 'fantasy']",8.0,92.0,few_movies,few_movies,one_movie,one_movie,one_movie,371379,2076020.0,5.5900306694778115
1939,unrated,110,"['comedy', 'drama']",8.0,79.0,few_movies,one_movie,one_movie,one_movie,one_movie,26725,23457439.5,877.7339382600561
1934,watch_with_parents,91,"['comedy', 'crime', 'mystery']",8.0,86.0,one_movie,one_movie,one_movie,one_movie,one_movie,26642,23457439.5,880.4684145334435
1930,all_ages,152,"['drama', 'war']",8.0,91.0,one_movie,one_movie,one_movie,one_movie,one_movie,57318,3270000.0,57.050141316863815
1925,unrated,75,"['drama', 'history', 'thriller']",8.0,97.0,one_movie,one_movie,one_movie,one_movie,one_movie,53054,50970.0,0.9607192671617597
2019,watch_with_parents,130,"['comedy', 'crime', 'drama']",7.9,82.0,one_movie,few_movies,few_movies,few_movies,one_movie,454203,165359751.0,364.0657393280097
2020,watch_with_parents,101,"['comedy', 'drama', 'romance']",7.9,79.0,one_movie,few_movies,one_movie,one_movie,one_movie,111478,23457439.5,210.42214158847486
2018,adults,121,"['crime', 'drama']",7.9,93.0,one_movie,one_movie,one_movie,one_movie,one_movie,62754,3313513.0,52.80162220734933
2019,all_ages,137,"['comedy', 'drama', 'romance']",7.9,94.0,one_movie,one_movie,few_movies,one_movie,one_movie,246644,2000000.0,8.108853245973954
2017,watch_with_parents,132,"['drama', 'romance']",7.9,93.0,one_movie,one_movie,one_movie,one_movie,one_movie,212651,18095701.0,85.0957719455822
2016,watch_with_parents,100,['drama'],7.9,78.0,one_movie,few_movies,one_movie,one_movie,one_movie,53818,258168.0,4.797056746813334
2018,all_ages,101,"['animation', 'adventure', 'comedy']",7.9,82.0,multiple_movies,one_movie,one_movie,few_movies,one_movie,139114,32015231.0,230.13665770519142
2016,watch_with_parents,101,"['adventure', 'comedy', 'drama']",7.9,81.0,few_movies,few_movies,one_movie,one_movie,one_movie,111483,5202582.0,46.66704340572105
2016,adults,118,"['comedy', 'drama']",7.9,72.0,one_movie,few_movies,few_movies,one_movie,one_movie,189400,5875006.0,31.019039070749734
2016,teens,106,"['comedy', 'drama', 'music']",7.9,79.0,few_movies,one_movie,one_movie,one_movie,one_movie,85109,3237118.0,38.03496692476706
2017,watch_with_parents,130,"['action', 'adventure', 'comedy']",7.9,74.0,few_movies,one_movie,one_movie,one_movie,few_movies,587775,315058289.0,536.0185257964357
2014,adults,117,"['crime', 'drama', 'thriller']",7.9,76.0,one_movie,multiple_movies,one_movie,few_movies,one_movie,466134,32381218.0,69.46761660809982
2019,watch_with_parents,108,"['comedy', 'drama', 'war']",7.9,58.0,few_movies,one_movie,one_movie,few_movies,one_movie,297918,349555.0,1.1733262172812653
2016,watch_with_parents,116,"['drama', 'sci-fi']",7.9,81.0,few_movies,one_movie,few_movies,one_movie,one_movie,594181,100546139.0,169.21803120597932
2015,all_ages,138,"['action', 'adventure', 'sci-fi']",7.9,80.0,few_movies,one_movie,one_movie,few_movies,few_movies,860823,936662225.0,1088.100834898696
2013,adults,109,"['drama', 'romance']",7.9,94.0,multiple_movies,few_movies,few_movies,one_movie,one_movie,141457,8114627.0,57.36461963706285
2014,watch_with_parents,132,"['action', 'adventure', 'sci-fi']",7.9,75.0,few_movies,one_movie,few_movies,one_movie,one_movie,659763,233921534.0,354.55388374310166
2011,unrated,157,"['crime', 'drama']",7.9,82.0,few_movies,one_movie,few_movies,one_movie,one_movie,41995,138730.0,3.303488510536969
2011,all_ages,100,"['comedy', 'drama', 'romance']",7.9,89.0,one_movie,one_movie,one_movie,few_movies,one_movie,230624,44671682.0,193.6991900235882
2014,watch_with_parents,113,"['action', 'adventure', 'sci-fi']",7.9,71.0,few_movies,multiple_movies,one_movie,few_movies,one_movie,600004,100206256.0,167.00931327124485
2012,watch_with_parents,127,"['drama', 'romance']",7.9,94.0,few_movies,few_movies,one_movie,one_movie,one_movie,93090,6739492.0,72.39759372650124
2019,adults,209,"['biography', 'crime', 'drama']",7.9,94.0,multiple_movies,multiple_movies,few_movies,few_movies,one_movie,324720,7000000.0,21.557033752155704
2009,adults,155,"['crime', 'drama']",7.9,90.0,one_movie,one_movie,one_movie,one_movie,one_movie,93560,2084637.0,22.28128473706712
2009,adults,97,"['drama', 'mystery', 'sci-fi']",7.9,67.0,one_movie,one_movie,one_movie,one_movie,one_movie,335152,5009677.0,14.94747756241944
2008,adults,114,"['crime', 'drama', 'fantasy']",7.9,82.0,one_movie,one_movie,one_movie,one_movie,one_movie,205609,2122065.0,10.32087603169122
2009,adults,112,"['action', 'sci-fi', 'thriller']",7.9,81.0,one_movie,one_movie,one_movie,one_movie,one_movie,638202,115646235.0,181.2063186890671
2008,watch_with_parents,109,"['drama', 'sport']",7.9,80.0,few_movies,one_movie,few_movies,one_movie,one_movie,289415,26236603.0,90.65391565744692
2007,all_ages,138,"['comedy', 'drama', 'romance']",7.9,79.0,few_movies,few_movies,one_movie,one_movie,one_movie,47720,410800.0,8.608549874266554
2014,adults,165,['drama'],7.9,100.0,multiple_movies,one_movie,few_movies,few_movies,one_movie,335533,25379975.0,75.64077154855111
2007,unrated,113,['drama'],7.9,97.0,one_movie,one_movie,one_movie,one_movie,one_movie,56625,1185783.0,20.94098013245033
2009,watch_with_parents,127,"['action', 'adventure', 'sci-fi']",7.9,82.0,few_movies,few_movies,few_movies,one_movie,one_movie,577336,257730019.0,446.41252061191403
2008,adults,107,"['comedy', 'crime', 'drama']",7.9,67.0,few_movies,one_movie,few_movies,few_movies,one_movie,390334,7757130.0,19.87305743286519
2007,unrated,87,"['drama', 'fantasy', 'mystery']",7.9,79.0,one_movie,one_movie,one_movie,one_movie,one_movie,174125,23457439.5,134.71609188801148
2006,watch_with_parents,141,"['action', 'adventure', 'drama']",7.9,89.0,multiple_movies,one_movie,one_movie,one_movie,one_movie,154011,13756082.0,89.31882787593094
2006,adults,117,"['adventure', 'drama', 'fantasy']",7.9,64.0,one_movie,one_movie,one_movie,one_movie,one_movie,107290,2280348.0,21.25405909218007
2012,all_ages,127,"['adventure', 'drama', 'fantasy']",7.9,79.0,few_movies,one_movie,one_movie,one_movie,few_movies,580708,124987023.0,215.23213559999172
2009,watch_with_parents,87,"['animation', 'adventure', 'comedy']",7.9,83.0,multiple_movies,few_movies,few_movies,one_movie,one_movie,199696,21002919.0,105.1744601794728
2005,unrated,129,"['comedy', 'drama']",7.9,81.0,few_movies,one_movie,one_movie,one_movie,one_movie,31476,23457439.5,745.2484273732367
2004,teens,97,"['drama', 'music']",7.9,56.0,one_movie,one_movie,one_movie,one_movie,one_movie,57430,3635164.0,63.29730106216263
2008,watch_with_parents,126,"['action', 'adventure', 'sci-fi']",7.9,79.0,one_movie,few_movies,few_movies,one_movie,one_movie,939644,318412101.0,338.86461361962614
2004,watch_with_parents,99,"['comedy', 'horror']",7.9,76.0,few_movies,few_movies,few_movies,one_movie,one_movie,512249,13542874.0,26.438068205111186
2004,adults,121,"['drama', 'romance']",7.9,78.0,few_movies,one_movie,one_movie,one_movie,one_movie,51325,23457439.5,457.0373015099854
2003,adults,138,"['crime', 'drama', 'mystery']",7.9,84.0,multiple_movies,few_movies,one_movie,few_movies,one_movie,419420,90135191.0,214.90437032091936
2004,all_ages,142,"['adventure', 'family', 'fantasy']",7.9,82.0,multiple_movies,multiple_movies,multiple_movies,few_movies,one_movie,552493,249358727.0,451.3337309250977
2002,teens,120,"['action', 'adventure', 'history']",7.9,85.0,few_movies,few_movies,few_movies,one_movie,one_movie,173999,53710019.0,308.6800441381847
2002,adults,112,"['drama', 'mystery', 'romance']",7.9,86.0,few_movies,one_movie,one_movie,one_movie,one_movie,104691,9284265.0,88.68255150872568
2001,adults,98,"['comedy', 'drama', 'war']",7.9,84.0,one_movie,one_movie,one_movie,one_movie,one_movie,44618,1059830.0,23.75341790308844
2001,all_ages,115,"['animation', 'action', 'crime']",7.9,61.0,one_movie,one_movie,one_movie,one_movie,one_movie,42897,1000045.0,23.31270251998974
2002,watch_with_parents,119,"['action', 'mystery', 'thriller']",7.9,68.0,few_movies,few_movies,few_movies,few_movies,few_movies,508771,121661683.0,239.12857257980505
2000,adults,114,"['crime', 'drama', 'thriller']",7.9,80.0,one_movie,few_movies,one_movie,one_movie,one_movie,49721,1221261.0,24.562277508497417
2006,adults,109,"['adventure', 'drama', 'sci-fi']",7.9,84.0,multiple_movies,one_movie,few_movies,few_movies,few_movies,465113,35552383.0,76.4381623390445
2000,adults,122,"['adventure', 'comedy', 'drama']",7.9,90.0,one_movie,one_movie,one_movie,one_movie,one_movie,252586,32534850.0,128.80702018322472
2001,adults,147,"['drama', 'mystery', 'thriller']",7.9,85.0,few_movies,few_movies,one_movie,one_movie,one_movie,322031,7220243.0,22.420956367554677
1999,all_ages,92,"['animation', 'adventure', 'comedy']",7.9,88.0,few_movies,one_movie,few_movies,one_movie,one_movie,527512,245852179.0,466.0598792065394
1997,adults,155,['drama'],7.9,85.0,few_movies,few_movies,few_movies,one_movie,one_movie,239473,26400640.0,110.24474575421864
1995,all_ages,111,"['animation', 'drama', 'family']",7.9,75.0,one_movie,one_movie,one_movie,one_movie,one_movie,51943,23457439.5,451.5996284388657
1994,adults,102,"['crime', 'drama']",7.9,77.0,one_movie,one_movie,one_movie,one_movie,one_movie,31590,2201126.0,69.67793605571383
1993,adults,119,"['crime', 'drama', 'romance']",7.9,59.0,few_movies,one_movie,few_movies,few_movies,one_movie,206918,12281500.0,59.35443025739665
1993,all_ages,94,"['drama', 'music', 'mystery']",7.9,85.0,few_movies,one_movie,one_movie,one_movie,one_movie,89836,1324974.0,14.748808940736453
1993,adults,94,"['animation', 'action', 'adventure']",7.9,79.0,few_movies,one_movie,one_movie,one_movie,one_movie,34529,23457439.5,679.3547308059892
1993,adults,144,"['crime', 'drama', 'thriller']",7.9,65.0,few_movies,multiple_movies,few_movies,one_movie,one_movie,201000,36948322.0,183.82249751243782
1990,all_ages,105,"['drama', 'fantasy', 'romance']",7.9,74.0,few_movies,multiple_movies,one_movie,one_movie,one_movie,447368,56362352.0,125.98655245793172
1989,all_ages,103,"['biography', 'drama']",7.9,97.0,few_movies,few_movies,one_movie,one_movie,one_movie,68076,14743391.0,216.57252188730243
1989,teens,104,"['comedy', 'drama']",7.9,77.0,multiple_movies,one_movie,one_movie,one_movie,one_movie,54670,18254702.0,333.90711541979147
1987,adults,119,"['crime', 'drama', 'thriller']",7.9,79.0,few_movies,few_movies,few_movies,few_movies,one_movie,281842,76270454.0,270.6142235720723
1986,teens,107,"['comedy', 'drama']",7.9,90.0,multiple_movies,few_movies,one_movie,one_movie,one_movie,67176,40084041.0,596.7018131475527
1985,all_ages,132,"['drama', 'sci-fi']",7.9,84.0,few_movies,one_movie,one_movie,few_movies,one_movie,187567,9929135.0,52.93647070113613
1984,adults,82,"['comedy', 'music']",7.9,92.0,multiple_movies,one_movie,one_movie,one_movie,one_movie,128812,188751.0,1.4653215538924944
1983,all_ages,93,"['comedy', 'family']",7.9,77.0,one_movie,one_movie,one_movie,one_movie,one_movie,132947,20605209.0,154.98814565202676
1980,all_ages,133,"['action', 'adventure', 'comedy']",7.9,60.0,one_movie,one_movie,few_movies,one_movie,one_movie,183182,57229890.0,312.42092563679836
1979,adults,96,"['comedy', 'drama', 'romance']",7.9,83.0,multiple_movies,few_movies,few_movies,one_movie,one_movie,131436,45700000.0,347.6977388234578
1979,adults,123,"['drama', 'music', 'musical']",7.9,72.0,few_movies,few_movies,one_movie,one_movie,one_movie,28223,37823676.0,1340.172058250363
1978,adults,127,"['action', 'adventure', 'horror']",7.9,71.0,few_movies,one_movie,one_movie,one_movie,one_movie,111512,5100000.0,45.734988162708945
1976,all_ages,138,"['biography', 'drama', 'history']",7.9,84.0,one_movie,few_movies,few_movies,few_movies,one_movie,103031,70600000.0,685.2306587337791
1973,adults,114,"['adventure', 'drama', 'fantasy']",7.9,76.0,one_movie,one_movie,one_movie,one_movie,one_movie,37183,61001.0,1.6405615469434958
1973,adults,123,"['comedy', 'drama', 'family']",7.9,79.0,few_movies,one_movie,one_movie,one_movie,one_movie,39897,23457439.5,587.949958643507
1972,watch_with_parents,102,['comedy'],7.9,93.0,few_movies,one_movie,one_movie,one_movie,one_movie,38737,198809.0,5.132276634741978
1972,unrated,95,"['action', 'adventure', 'biography']",7.9,79.0,few_movies,few_movies,one_movie,one_movie,one_movie,52397,23457439.5,447.6866900776762
1971,watch_with_parents,91,"['comedy', 'drama', 'romance']",7.9,62.0,few_movies,one_movie,one_movie,one_movie,one_movie,70826,23457439.5,331.1981405133708
1970,all_ages,172,"['biography', 'drama', 'war']",7.9,91.0,few_movies,one_movie,few_movies,one_movie,one_movie,93741,61700000.0,658.1965201992724
1969,adults,145,"['action', 'adventure', 'western']",7.9,97.0,one_movie,few_movies,few_movies,one_movie,one_movie,77401,12064472.0,155.86971744551104
1968,unrated,96,"['horror', 'thriller']",7.9,89.0,few_movies,one_movie,one_movie,one_movie,one_movie,116557,89029.0,0.7638237085717717
1968,watch_with_parents,134,"['biography', 'drama', 'history']",7.9,79.0,one_movie,few_movies,few_movies,one_movie,few_movies,29003,22276975.0,768.0920939213185
1967,all_ages,110,"['crime', 'drama', 'mystery']",7.9,75.0,few_movies,one_movie,one_movie,few_movies,one_movie,67804,24379978.0,359.565482862368
1963,all_ages,113,"['comedy', 'mystery', 'romance']",7.9,83.0,few_movies,multiple_movies,few_movies,one_movie,one_movie,68689,13474588.0,196.16806184396336
1962,teens,126,"['drama', 'thriller']",7.9,94.0,one_movie,one_movie,one_movie,few_movies,one_movie,71122,23457439.5,329.8197393211664
1960,adults,197,"['adventure', 'biography', 'drama']",7.9,87.0,multiple_movies,few_movies,one_movie,one_movie,one_movie,124339,30000000.0,241.2758667835514
1960,all_ages,144,"['drama', 'mystery']",7.9,79.0,few_movies,one_movie,one_movie,one_movie,one_movie,26542,23457439.5,883.7856793007309
1959,unrated,90,"['drama', 'romance']",7.9,79.0,one_movie,one_movie,one_movie,one_movie,one_movie,28421,88300.0,3.1068576052918617
1956,all_ages,220,"['adventure', 'drama']",7.9,79.0,one_movie,few_movies,one_movie,one_movie,one_movie,63560,93740000.0,1474.826935179358
1956,all_ages,119,"['adventure', 'drama', 'western']",7.9,94.0,few_movies,few_movies,one_movie,few_movies,few_movies,80316,23457439.5,292.0643396085462
1955,all_ages,118,['drama'],7.9,72.0,few_movies,few_movies,one_movie,one_movie,one_movie,40313,23457439.5,581.8827549425744
1952,watch_with_parents,85,"['drama', 'thriller', 'western']",7.9,89.0,few_movies,one_movie,few_movies,one_movie,one_movie,97222,9450000.0,97.20022217193639
1951,adults,101,"['crime', 'film-noir', 'thriller']",7.9,88.0,multiple_movies,one_movie,one_movie,one_movie,one_movie,123341,7630000.0,61.86101945014229
1950,all_ages,104,"['comedy', 'drama', 'fantasy']",7.9,79.0,one_movie,multiple_movies,one_movie,one_movie,one_movie,52573,23457439.5,446.18795769691667
1947,unrated,96,"['comedy', 'drama', 'family']",7.9,88.0,one_movie,one_movie,few_movies,one_movie,few_movies,41625,2650000.0,63.66366366366366
1946,all_ages,102,"['drama', 'film-noir', 'romance']",7.9,100.0,multiple_movies,multiple_movies,few_movies,few_movies,one_movie,92306,10464000.0,113.36207830476891
1946,all_ages,114,"['crime', 'film-noir', 'mystery']",7.9,79.0,multiple_movies,multiple_movies,few_movies,one_movie,one_movie,78796,6540000.0,82.99913701203107
1945,all_ages,101,"['drama', 'film-noir']",7.9,79.0,multiple_movies,few_movies,one_movie,one_movie,one_movie,33549,9460000.0,281.9756177531372
1940,unrated,112,"['comedy', 'romance']",7.9,96.0,few_movies,multiple_movies,few_movies,one_movie,one_movie,63550,23457439.5,369.11785208497247
1940,all_ages,92,"['comedy', 'drama', 'romance']",7.9,79.0,multiple_movies,multiple_movies,one_movie,one_movie,few_movies,53667,296000.0,5.5154936925857605
1938,watch_with_parents,102,"['action', 'adventure', 'romance']",7.9,97.0,few_movies,one_movie,one_movie,one_movie,one_movie,47175,3981000.0,84.3879173290938
1935,all_ages,96,"['comedy', 'music', 'musical']",7.9,79.0,one_movie,one_movie,one_movie,few_movies,one_movie,30580,2537520.0,82.97972531066057
1933,all_ages,100,"['adventure', 'horror', 'sci-fi']",7.9,90.0,one_movie,one_movie,one_movie,one_movie,one_movie,78991,10000000.0,126.59670088997481
1932,unrated,64,"['drama', 'horror']",7.9,80.0,one_movie,one_movie,one_movie,one_movie,one_movie,42117,23457439.5,556.9589358216397
1922,unrated,94,"['fantasy', 'horror']",7.9,79.0,few_movies,one_movie,one_movie,one_movie,one_movie,88794,23457439.5,264.1782046084195
2019,adults,113,"['action', 'comedy', 'crime']",7.8,51.0,few_movies,few_movies,one_movie,one_movie,few_movies,237392,23457439.5,98.81310027296624
2018,watch_with_parents,138,"['action', 'drama', 'thriller']",7.8,79.0,few_movies,one_movie,one_movie,one_movie,one_movie,25344,23457439.5,925.5618489583334
2019,adults,120,"['drama', 'music']",7.8,81.0,one_movie,one_movie,one_movie,one_movie,one_movie,27187,23457439.5,862.8182403354544
2016,watch_with_parents,124,['drama'],7.8,85.0,few_movies,one_movie,one_movie,one_movie,one_movie,51240,2402067.0,46.87874707259953
2017,watch_with_parents,106,"['action', 'drama', 'history']",7.8,94.0,multiple_movies,one_movie,one_movie,one_movie,one_movie,555092,188373161.0,339.35484748474124
2016,unrated,96,"['comedy', 'drama']",7.8,79.0,one_movie,one_movie,one_movie,one_movie,one_movie,57168,23457439.5,410.3246484047019
2016,watch_with_parents,127,"['biography', 'drama', 'history']",7.8,74.0,one_movie,one_movie,one_movie,one_movie,one_movie,200876,169607287.0,844.3382335371075
2017,all_ages,103,"['adventure', 'comedy', 'family']",7.8,88.0,one_movie,one_movie,one_movie,one_movie,one_movie,61594,40442052.0,656.5907718284249
2016,adults,148,"['action', 'crime', 'drama']",7.8,79.0,one_movie,few_movies,one_movie,one_movie,one_movie,27175,23457439.5,863.1992456301748
2016,watch_with_parents,101,"['animation', 'action', 'adventure']",7.8,84.0,one_movie,one_movie,one_movie,few_movies,one_movie,118035,48023088.0,406.85464480874316
2016,all_ages,184,"['biography', 'drama', 'sport']",7.8,79.0,few_movies,few_movies,one_movie,one_movie,one_movie,40416,1782795.0,44.11111935866983
2016,watch_with_parents,137,['drama'],7.8,96.0,one_movie,one_movie,one_movie,one_movie,one_movie,246963,47695120.0,193.1265817146698
2015,adults,100,"['drama', 'history', 'war']",7.8,75.0,one_movie,one_movie,one_movie,one_movie,one_movie,35539,435266.0,12.247559019668532
2016,watch_with_parents,133,"['action', 'adventure', 'sci-fi']",7.8,65.0,one_movie,one_movie,one_movie,one_movie,one_movie,556608,532177324.0,956.1079323329884
2016,watch_with_parents,147,"['action', 'adventure', 'sci-fi']",7.8,75.0,few_movies,few_movies,few_movies,one_movie,few_movies,663649,408084349.0,614.9099132222003
2015,adults,168,"['crime', 'drama', 'mystery']",7.8,68.0,multiple_movies,one_movie,few_movies,one_movie,one_movie,517059,54117416.0,104.66390876089577
2019,all_ages,135,"['drama', 'romance']",7.8,91.0,one_movie,one_movie,multiple_movies,one_movie,one_movie,143250,108101214.0,754.6332565445026
2017,watch_with_parents,94,"['animation', 'biography', 'crime']",7.8,62.0,one_movie,one_movie,one_movie,one_movie,one_movie,50778,6735118.0,132.63850486431133
2014,adults,119,"['biography', 'comedy', 'drama']",7.8,79.0,one_movie,one_movie,one_movie,one_movie,one_movie,51841,23457439.5,452.48817538241934
2013,teens,130,"['drama', 'mystery']",7.8,85.0,few_movies,one_movie,one_movie,one_movie,one_movie,45002,1330596.0,29.56748588951602
2013,unrated,141,['drama'],7.8,86.0,one_movie,one_movie,one_movie,one_movie,one_movie,81125,2852400.0,35.16055469953775
2013,all_ages,104,"['drama', 'romance']",7.8,76.0,one_movie,few_movies,few_movies,few_movies,one_movie,50523,4231500.0,83.75393385190903
2012,watch_with_parents,126,"['comedy', 'romance']",7.8,79.0,one_movie,few_movies,one_movie,one_movie,one_movie,39710,169209.0,4.261118106270461
2014,all_ages,102,"['animation', 'action', 'adventure']",7.8,74.0,one_movie,one_movie,one_movie,one_movie,one_movie,410983,222527828.0,541.4526342938759
2013,adults,123,"['comedy', 'drama', 'fantasy']",7.8,55.0,one_movie,one_movie,few_movies,one_movie,one_movie,303032,15322921.0,50.56535613400565
2012,all_ages,134,"['comedy', 'drama', 'family']",7.8,79.0,one_movie,one_movie,one_movie,one_movie,one_movie,33618,1670773.0,49.698762567672084
2013,teens,126,"['animation', 'biography', 'drama']",7.8,83.0,multiple_movies,one_movie,one_movie,one_movie,one_movie,73690,5209580.0,70.69588818021441
2019,all_ages,100,"['animation', 'adventure', 'comedy']",7.8,84.0,one_movie,multiple_movies,few_movies,one_movie,one_movie,203177,434038008.0,2136.2556194844888
2013,adults,131,"['crime', 'drama', 'mystery']",7.8,49.0,few_movies,few_movies,one_movie,one_movie,few_movies,108399,85433.0,0.7881345768872406
2012,adults,94,"['comedy', 'drama', 'romance']",7.8,84.0,multiple_movies,one_movie,one_movie,one_movie,one_movie,318789,45512466.0,142.766739128389
2014,all_ages,102,"['animation', 'action', 'adventure']",7.8,76.0,few_movies,one_movie,few_movies,few_movies,one_movie,305611,177002924.0,579.1772023912752
2015,adults,130,"['biography', 'comedy', 'drama']",7.8,81.0,one_movie,multiple_movies,few_movies,one_movie,few_movies,362942,70259870.0,193.5842917050107
2010,unrated,106,"['drama', 'thriller']",7.8,79.0,one_movie,one_movie,one_movie,one_movie,few_movies,35713,23457439.5,656.8319519502702
2010,unrated,144,"['action', 'crime', 'drama']",7.8,67.0,one_movie,one_movie,one_movie,one_movie,one_movie,111252,128392.0,1.1540646460288355
2011,adults,158,"['crime', 'drama', 'mystery']",7.8,71.0,multiple_movies,few_movies,one_movie,few_movies,few_movies,423010,102515793.0,242.34839129098603
2013,watch_with_parents,134,"['adventure', 'biography', 'crime']",7.8,82.0,few_movies,multiple_movies,one_movie,one_movie,few_movies,421244,107100855.0,254.24897446610515
2010,adults,119,"['action', 'crime', 'drama']",7.8,79.0,one_movie,one_movie,one_movie,one_movie,one_movie,62848,6460.0,0.1027876782077393
2015,adults,147,"['biography', 'drama', 'history']",7.8,72.0,one_movie,one_movie,one_movie,one_movie,one_movie,179264,161197785.0,899.2200609157444
2009,adults,129,"['crime', 'drama', 'mystery']",7.8,79.0,few_movies,one_movie,few_movies,one_movie,one_movie,52758,547292.0,10.373630539444255
2008,unrated,125,"['action', 'crime', 'thriller']",7.8,64.0,one_movie,one_movie,few_movies,one_movie,one_movie,58468,23457439.5,401.20133235273994
2013,watch_with_parents,161,"['adventure', 'fantasy']",7.8,66.0,few_movies,one_movie,one_movie,few_movies,one_movie,601408,258366855.0,429.60328928115354
2009,watch_with_parents,144,"['drama', 'history', 'mystery']",7.8,82.0,few_movies,one_movie,one_movie,one_movie,few_movies,68715,2222647.0,32.34587790147712
2009,adults,152,"['crime', 'drama', 'mystery']",7.8,76.0,one_movie,one_movie,one_movie,one_movie,one_movie,208994,10095170.0,48.303635511067306
2020,adults,129,"['drama', 'history', 'thriller']",7.8,77.0,one_movie,few_movies,one_movie,one_movie,few_movies,89896,23457439.5,260.93974704102516
2020,unrated,117,"['comedy', 'drama']",7.8,81.0,few_movies,few_movies,few_movies,one_movie,one_movie,33931,23457439.5,691.3276797029265
2010,watch_with_parents,116,"['biography', 'drama', 'sport']",7.8,79.0,few_movies,few_movies,few_movies,one_movie,few_movies,340584,93617009.0,274.87201101637186
2008,adults,90,"['action', 'thriller']",7.8,51.0,one_movie,few_movies,one_movie,one_movie,one_movie,564791,145000989.0,256.73388740259674
2008,teens,94,"['drama', 'history', 'war']",7.8,55.0,one_movie,one_movie,one_movie,one_movie,one_movie,190748,9030581.0,47.3429918007004
2007,adults,86,"['drama', 'music', 'romance']",7.8,88.0,few_movies,one_movie,one_movie,one_movie,one_movie,110656,9439923.0,85.30873156448814
2012,watch_with_parents,169,"['adventure', 'fantasy']",7.8,58.0,few_movies,one_movie,few_movies,few_movies,one_movie,757377,303003568.0,400.0696720391562
2007,unrated,122,['drama'],7.8,85.0,few_movies,one_movie,one_movie,one_movie,one_movie,30827,741283.0,24.04655010218315
2007,adults,123,"['drama', 'mystery', 'romance']",7.8,85.0,few_movies,few_movies,one_movie,few_movies,one_movie,251370,50927067.0,202.59803079126388
2011,adults,100,"['crime', 'drama']",7.8,78.0,one_movie,few_movies,one_movie,one_movie,few_movies,571571,35061555.0,61.34243164891151
2007,adults,157,"['biography', 'crime', 'drama']",7.8,76.0,multiple_movies,multiple_movies,few_movies,few_movies,few_movies,392449,130164645.0,331.67276512362116
2009,watch_with_parents,162,"['action', 'adventure', 'fantasy']",7.8,83.0,few_movies,one_movie,few_movies,few_movies,one_movie,1118998,760507625.0,679.6326937134829
2009,adults,141,"['drama', 'fantasy', 'romance']",7.8,63.0,one_movie,one_movie,one_movie,one_movie,one_movie,216421,3600.0,0.0166342452904293
2006,adults,139,"['action', 'adventure', 'drama']",7.8,68.0,few_movies,one_movie,one_movie,one_movie,one_movie,291018,50866635.0,174.78862132239243
2006,watch_with_parents,101,"['comedy', 'drama']",7.8,80.0,one_movie,one_movie,few_movies,few_movies,one_movie,439856,59891098.0,136.1606934996908
2007,watch_with_parents,121,"['action', 'comedy', 'mystery']",7.8,81.0,few_movies,few_movies,few_movies,one_movie,few_movies,463466,23637265.0,51.0010766701333
2008,watch_with_parents,166,"['drama', 'fantasy', 'romance']",7.8,70.0,multiple_movies,few_movies,few_movies,one_movie,one_movie,589160,127509326.0,216.42563310475933
2004,all_ages,192,"['drama', 'family', 'musical']",7.8,67.0,one_movie,few_movies,one_movie,one_movie,one_movie,49050,2921738.0,59.56652395514781
2005,adults,94,"['comedy', 'crime', 'drama']",7.8,51.0,one_movie,few_movies,one_movie,one_movie,few_movies,45717,1305.0,0.028545180129929786
2005,watch_with_parents,129,"['drama', 'romance']",7.8,82.0,few_movies,few_movies,one_movie,few_movies,few_movies,258924,38405088.0,148.32571719886917
2005,all_ages,127,"['biography', 'drama', 'sport']",7.8,68.0,one_movie,few_movies,one_movie,one_movie,one_movie,51980,5128124.0,98.65571373605233
2003,watch_with_parents,90,"['animation', 'adventure', 'comedy']",7.8,73.0,few_movies,one_movie,few_movies,one_movie,one_movie,31658,128985.0,4.074325604902394
2005,teens,119,"['action', 'adventure', 'sci-fi']",7.8,74.0,few_movies,one_movie,one_movie,few_movies,one_movie,283310,25514517.0,90.05865306554658
2005,teens,136,"['biography', 'drama', 'music']",7.8,72.0,few_movies,few_movies,one_movie,few_movies,few_movies,234207,119519402.0,510.31524249915674
2003,unrated,113,['drama'],7.8,61.0,one_movie,one_movie,one_movie,one_movie,one_movie,35682,15280.0,0.4282271173140519
